,PLAYER,TEAM,GP,MPG,PTS,FGM-FGA,FG%,3PM-3PA,3P%,FTM-FTA,FT%,RK,YEAR
7,"Ryan Toolson, G",UVU,28,37.1,23.8,7.2-15.5,.464,2.6-6.8,.389,6.8-7.3,.927,8,2009
8,"Luke Harangody, F",ND,30,34.1,23.2,8.9-19.2,.464,0.4-0.9,.393,5.0-6.4,.777,9,2009
9,"Ben Woodside, G",NDSU,32,34.3,22.8,6.9-15.0,.459,2.0-4.7,.427,7.0-8.3,.842,10,2009
10,"Jeremy Hazell, G",HALL,32,36.3,22.7,7.3-17.2,.427,3.3-9.1,.362,4.7-6.4,.740,11,2009
11,"Eric Maynor, G",VCU,33,35.4,22.4,7.4-15.8,.466,2.0-5.5,.361,5.7-7.0,.817,12,2009
12,"Chavis Holmes, G",VMI,31,33.2,22.0,6.9-13.4,.513,2.7-6.1,.441,5.6-6.8,.829,13,2009
13,"Blake Griffin, F",OKLA,31,33.0,21.9,8.2-12.9,.635,0.1-0.3,.375,5.5-9.2,.591,14,2009
14,"Drake Reed, F",PEAY,32,36.7,21.8,8.2-14.6,.563,0.5-1.4,.386,4.9-6.5,.746,15,2009
15,"Kevin Tiggs, F",ETSU,33,33.6,21.5,7.3-13.6,.540,1.1-3.1,.356,5.7-7.4,.770,16,2009
16,"Michael Deloach, G",NORF,32,36.1,21.4,7.8-17.3,.455,1.1-3.4,.330,4.6-6.4,.721,17,2009
17,"Tyler Hansbrough, F",UNC,28,30.3,21.4,6.8-13.1,.522,0.3-0.7,.474,7.4-8.7,.856,18,2009
18,"Toney Douglas, G",FSU,34,36.4,21.3,6.8-15.3,.444,2.4-6.4,.384,5.3-6.6,.807,19,2009
19,"James Florence, G",MER,32,34.1,20.8,7.2-17.1,.419,2.0-6.7,.296,4.6-6.5,.699,20,2009
20,"James Harden, G",ASU,33,35.8,20.8,6.6-13.2,.502,1.7-4.7,.368,5.8-7.7,.759,21,2009
21,"Marcus Thornton, G",LSU,33,31.7,20.7,7.2-15.3,.467,2.1-5.6,.376,4.3-5.8,.740,22,2009
22,"Seth Curry, G",LIB,33,36.6,20.6,7.1-16.9,.417,3.0-8.5,.352,3.5-4.1,.846,23,2009
23,"Craig Brackins, F",ISU,32,32.5,20.2,7.6-16.0,.475,0.7-2.3,.284,4.3-6.2,.697,24,2009
24,"Dior Lowhorn, F",SF,30,32.3,20.1,7.7-15.9,.483,1.3-2.9,.432,3.5-5.1,.680,25,2009
25,"Troy Jackson, G",ALCN,30,37.1,20.0,6.4-15.2,.424,1.2-4.6,.261,5.9-7.7,.774,26,2009
26,"Darryl Proctor, F",UMBC,32,39.7,20.0,7.9-17.0,.467,0.1-0.4,.143,4.0-5.7,.709,27,2009
27,"Mike Rose, F",EKY,31,36.5,20.0,6.7-14.2,.472,3.2-6.6,.481,3.4-4.4,.759,28,2009
28,"D.J. Rivera, F",BING,31,35.5,20.0,7.1-15.2,.468,1.5-4.7,.315,4.2-6.7,.633,29,2009
29,"Devan Downey, G",SC,30,32.9,19.9,7.5-17.1,.441,1.7-4.9,.351,3.1-4.2,.730,30,2009
30,"John Cantrell, G",CHS,32,35.0,19.8,7.7-15.1,.507,1.0-2.7,.356,3.5-4.9,.709,31,2009
31,"Aubrey Coleman, G",HOU,31,32.9,19.7,6.9-16.1,.430,0.3-1.4,.227,5.5-7.2,.763,32,2009
32,"Jerel McNeal, G",MARQ,33,34.8,19.7,6.8-15.3,.447,2.5-6.2,.402,3.5-4.8,.723,33,2009
33,"Charles Jenkins, G",HOF,32,35.1,19.7,6.3-15.7,.404,1.0-3.1,.313,6.0-7.3,.821,34,2009
34,"Alex Barnett, F",DART,28,34.1,19.4,6.9-15.7,.442,1.9-4.7,.409,3.6-4.4,.820,35,2009
35,"Jack McClinton, G",MIA,30,31.9,19.3,6.2-13.7,.451,3.0-6.7,.455,3.9-4.4,.885,36,2009
36,"Dionte Christmas, G",TEM,33,34.9,19.2,6.4-15.5,.411,3.1-8.9,.348,3.4-4.5,.750,37,2009
37,"Ahmad Nivins, F",JOES,32,39.3,19.2,6.4-10.5,.612,0.0-0.0,.000,6.3-8.1,.787,38,2009
38,"Jeff Teague, G",WAKE,30,31.8,19.1,5.9-12.1,.484,1.5-3.4,.446,5.9-7.2,.823,39,2009
39,"Travis Holmes, G",VMI,27,31.5,19.1,6.3-12.8,.496,1.3-4.4,.303,5.1-6.4,.787,40,2009
40,"Kenard Moore, G",SEMO,30,36.2,19.0,6.7-16.1,.416,3.2-9.5,.340,2.4-3.0,.780,41,2009
41,"A.D. Vassallo, G-F",VT,32,36.5,18.8,6.8-15.0,.454,2.4-6.5,.377,2.8-3.4,.817,42,2009
42,"Brett Winkelman, F",NDSU,32,32.8,18.7,6.7-13.3,.505,1.2-3.2,.382,4.1-5.1,.809,43,2009
43,"Erik Kangas, G",OAK,33,35.9,18.7,6.3-14.4,.437,3.8-9.2,.419,2.2-2.5,.890,44,2009
44,"Sam Young, F",PITT,32,31.0,18.7,7.1-14.3,.499,1.3-3.8,.350,3.1-4.3,.717,45,2009
45,"Shy Ely, G-F",EVAN,30,35.0,18.6,6.4-14.0,.461,0.4-1.6,.265,5.3-6.9,.769,46,2009
46,"James Anderson, G",OKST,33,33.4,18.6,6.1-12.5,.485,2.4-5.9,.410,4.0-4.8,.831,47,2009
47,"Stephen McDowell, G",CHAT,34,33.7,18.6,5.9-13.3,.445,4.0-9.1,.434,2.8-3.5,.797,48,2009
48,"Paul Graham III, G",FAU,31,34.5,18.5,6.3-16.2,.390,2.1-6.4,.335,3.8-4.5,.830,49,2009
49,"Jordan Hill, F",ARIZ,31,35.8,18.5,7.5-13.8,.548,0.0-0.0,.000,3.4-5.3,.650,50,2009
50,"Aaron Jackson, G",DUQ,33,36.5,18.5,6.5-11.8,.552,1.2-3.1,.379,4.4-5.4,.804,51,2009
51,"Dar Tucker, F",DEP,32,32.4,18.5,6.3-16.3,.390,1.8-6.4,.284,4.0-5.7,.703,52,2009
52,"Ryan Wittman, F",COR,30,34.0,18.5,6.3-14.0,.453,3.1-7.4,.419,2.7-3.3,.818,53,2009
53,"Brandon Ewing, G",WYO,32,38.3,18.4,4.9-11.2,.440,1.5-4.4,.338,7.1-8.5,.834,54,2009
54,"Tywain McKee, G",COPP,32,36.8,18.4,6.1-15.0,.404,2.1-5.8,.360,4.2-5.2,.808,55,2009
55,"Jerome Randle, G",CAL,32,35.1,18.4,5.8-11.6,.500,2.5-5.3,.468,4.3-5.0,.863,56,2009
56,"Wesley Matthews, G",MARQ,33,33.9,18.4,5.5-11.4,.488,1.2-3.2,.377,6.1-7.3,.826,57,2009
57,"Ryan Thompson, G",RID,31,38.3,18.4,6.3-12.1,.521,1.4-3.4,.423,4.4-5.6,.776,58,2009
58,"Sherron Collins, G",KU,32,34.9,18.3,6.1-14.5,.419,2.3-5.9,.379,3.9-4.8,.800,59,2009
59,"Ricky Harris, G",UMASS,30,32.4,18.2,5.8-13.9,.416,2.9-7.5,.387,3.8-4.8,.790,60,2009
60,"Patrick Patterson, F",UK,31,33.7,18.2,7.2-11.8,.605,0.0-0.0,.000,3.8-5.0,.773,61,2009
61,"Malcolm Delaney, G",VT,32,36.5,18.2,4.8-12.2,.392,2.1-5.7,.363,6.5-7.5,.867,62,2009
62,"Kevin Palmer, G-F",AMCC,33,29.9,18.2,5.8-13.5,.427,1.6-5.3,.310,5.0-6.2,.809,63,2009
63,"John Holland, G-F",BU,30,35.5,18.1,6.2-13.3,.464,2.7-6.7,.396,3.1-4.0,.769,64,2009
64,"Jamal Barney, G",L-MD,31,28.6,18.1,6.7-16.1,.416,0.9-3.3,.282,3.8-4.8,.797,65,2009
65,"Dominique Jones, G",USF,31,37.5,18.1,6.2-14.9,.419,1.7-5.6,.309,3.9-5.5,.708,66,2009
66,"David Huertas, G",MISS,30,31.7,18.1,5.5-13.3,.417,2.6-7.2,.355,4.4-5.5,.806,67,2009
67,"John Bryant, C",SCU,33,31.0,18.1,6.8-11.5,.596,0.0-0.0,.000,4.4-5.5,.787,68,2009
68,"Kaleo Kina, G",NAVY,30,32.6,18.0,6.2-15.3,.404,1.2-4.8,.245,4.5-6.2,.727,69,2009
69,"Kelvin Lewis, G",HOU,32,36.8,18.0,5.9-14.2,.413,2.8-7.5,.369,3.5-4.2,.835,70,2009
70,"Chase Budinger, F",ARIZ,32,37.6,17.9,6.1-13.0,.472,2.0-4.9,.410,3.7-4.5,.818,71,2009
71,"Jahmar Young, G",NMSU,32,33.9,17.9,5.7-12.4,.457,2.2-5.1,.421,4.4-5.3,.824,72,2009
72,"David Kool, G",WMU,31,34.1,17.9,5.4-13.8,.392,1.9-6.3,.297,5.2-5.8,.894,73,2009
73,"Michael Bramos, G-F",M-OH,30,35.2,17.9,5.8-14.3,.402,2.4-6.6,.357,4.0-4.8,.833,74,2009
74,"David Dubois, G",WIU,27,36.1,17.9,7.4-15.3,.484,0.6-1.5,.425,2.4-3.4,.699,75,2009
75,"Gerald Robinson, G",TNST,30,33.0,17.8,5.9-13.4,.442,1.0-3.6,.278,5.0-6.4,.772,76,2009
76,"Jamar Briscoe, G",NCCU,30,33.3,17.8,5.7-14.7,.391,2.0-5.7,.353,4.4-5.7,.771,77,2009
77,"Jamarco Warren, G",CHSO,29,33.1,17.8,5.8-14.1,.412,3.4-8.6,.398,2.8-3.6,.771,78,2009
78,"Noah Dahlman, F",WOF,29,30.1,17.8,6.7-11.1,.601,0.0-0.1,.000,4.5-6.3,.714,79,2009
79,"Garrison Carr, G",AMER,31,36.0,17.8,5.8-14.6,.400,3.5-9.0,.387,2.6-3.4,.779,80,2009
80,"Rodney Green, G",LAS,31,35.3,17.8,6.4-13.5,.476,0.9-2.7,.345,4.0-5.7,.705,81,2009
81,"Jeremy Lin, G",HARV,28,34.8,17.8,5.9-11.8,.502,1.4-3.6,.400,4.5-6.0,.744,82,2009
82,"Anthony Vereen, F",UTA,30,29.6,17.7,5.9-10.1,.581,0.3-0.9,.357,5.7-7.2,.783,83,2009
83,"Emmanuel Jones, F",TRGV,26,30.4,17.7,7.1-12.8,.557,0.0-0.2,.250,3.4-5.2,.659,84,2009
84,"Jerome Tillman, F",OHIO,32,32.7,17.7,5.7-11.3,.507,0.8-2.6,.329,5.4-7.3,.736,85,2009
85,"Courtney Pigram, G",ETSU,33,34.6,17.6,6.3-16.0,.393,2.2-6.8,.332,2.8-3.9,.721,86,2009
86,"Anthony Johnson, G",MONT,29,31.3,17.6,5.7-11.2,.503,0.7-1.9,.345,5.6-6.4,.871,87,2009
87,"Jonny Flynn, G",SYR,35,37.2,17.5,5.7-12.6,.451,1.2-3.8,.323,4.9-6.3,.779,88,2009
88,"Ryan Tillema, G",GB,25,26.8,17.5,5.4-11.5,.474,2.9-6.3,.462,3.7-4.9,.762,89,2009
89,"Robert Vaden, G-F",UAB,33,36.5,17.5,6.0-15.3,.391,3.2-9.4,.341,2.2-3.0,.755,90,2009
90,"Davis Baker, G",SUU,31,35.0,17.4,6.5-13.7,.469,1.5-3.7,.409,3.0-3.4,.877,91,2009
91,"Randy Culpepper, G",UTEP,31,29.7,17.4,5.6-13.9,.405,2.4-6.9,.347,3.8-4.8,.785,92,2009
92,"Cory Higgins, G",COLO,31,37.0,17.4,5.3-11.2,.476,1.0-2.9,.360,5.7-6.8,.830,93,2009
93,"Kyndall Dykes, F",UNO,26,35.4,17.3,6.7-13.7,.487,0.1-0.6,.125,3.8-5.7,.671,94,2009
94,"Da'Sean Butler, F",WVU,34,33.1,17.3,6.1-14.1,.432,1.8-5.0,.363,3.2-4.3,.753,95,2009
95,"Garfield Blair, G",STET,30,32.9,17.3,6.2-14.4,.433,1.3-3.7,.355,3.5-4.9,.714,96,2009
96,"Tyler Smith, G-F",TENN,33,32.5,17.2,5.8-13.2,.438,0.8-2.8,.293,4.8-6.4,.755,97,2009
97,"Greivis Vasquez, G",MD,33,34.5,17.2,6.1-15.2,.399,1.8-5.8,.319,3.2-3.7,.877,98,2009
98,"Nick Calathes, G",FLA,33,33.2,17.2,5.7-11.8,.481,2.0-5.1,.396,3.8-5.4,.702,99,2009
99,"Ben Smith, G",JAC,31,36.3,17.2,5.4-12.5,.430,2.1-5.5,.378,4.4-5.6,.786,100,2009
0,"Aubrey Coleman, G",HOU,34,36.9,25.6,8.7-20.5,.425,1.5-4.6,.318,6.7-9.0,.745,1,2010
1,"Adnan Hodzic, F",LIP,30,32.3,22.7,9.0-14.8,.604,0.0-0.0,.000,4.8-7.1,.676,2,2010
2,"James Anderson, G",OKST,32,34.1,22.6,7.0-15.1,.463,2.3-6.6,.351,6.4-7.9,.806,3,2010
3,"Marquez Haynes, G",UTA,30,33.3,22.6,7.2-14.8,.483,2.1-5.1,.409,6.2-8.3,.746,4,2010
4,"Devan Downey, G",SC,31,34.0,22.5,7.6-19.1,.400,2.2-6.5,.342,5.0-6.0,.834,5,2010
5,"Adrian Oliver, G",SJSU,31,36.1,22.5,7.4-17.0,.437,1.6-4.0,.408,6.1-6.8,.887,6,2010
6,"Luke Harangody, F",ND,29,33.3,22.4,8.3-17.2,.486,0.9-2.8,.313,4.8-6.1,.787,7,2010
7,"Luke Babbitt, F",NEV,32,36.9,22.1,7.6-14.8,.511,1.3-3.1,.429,5.6-6.2,.909,8,2010
8,"Landry Fields, G-F",STAN,32,36.3,22.0,7.8-15.8,.490,0.9-2.7,.337,5.6-8.0,.696,9,2010
9,"Reggie Holmes, G",MORG,36,33.2,21.8,6.2-15.8,.393,2.8-7.5,.365,6.6-8.1,.818,10,2010
10,"Michael Deloach, G",NORF,30,35.9,21.7,7.9-15.8,.502,1.2-3.8,.313,4.7-6.9,.673,11,2010
11,"Jimmer Fredette, G",BYU,32,30.5,21.7,6.5-14.1,.458,2.3-5.1,.448,6.4-7.2,.896,12,2010
12,"David Kool, G",WMU,33,35.0,21.6,6.7-14.9,.449,1.9-5.3,.358,6.3-7.1,.897,13,2010
13,"Artsiom Parakhouski, C",RAD,31,34.7,21.4,8.1-13.9,.581,0.1-0.4,.250,5.1-9.1,.562,14,2010
14,"Dominique Jones, G",USF,32,37.0,21.3,6.7-14.9,.451,1.6-5.0,.311,6.3-8.3,.753,15,2010
15,"Anatoly Bose, G-F",NICH,30,35.4,21.1,6.5-14.7,.439,2.9-7.5,.384,5.3-7.1,.743,16,2010
16,"Chris Harris, G",NAVY,30,34.9,21.1,6.1-17.1,.357,2.9-8.6,.342,5.9-6.8,.873,17,2010
17,"Omar Samhan, C",SMC,31,32.3,20.9,8.1-14.9,.544,0.0-0.0,.000,4.7-6.4,.737,18,2010
18,"Jeremy Hazell, G",HALL,31,31.9,20.9,7.0-16.5,.425,3.2-9.2,.343,3.7-4.9,.758,19,2010
19,"Denzel Bowles, F",JMU,25,32.8,20.8,8.1-13.7,.594,0.0-0.0,.000,4.6-6.9,.663,20,2010
20,"Charles Jenkins, G",HOF,33,36.2,20.6,6.9-15.7,.442,1.9-4.6,.411,4.9-6.1,.801,21,2010
21,"Jahmar Young, G",NMSU,33,34.9,20.5,6.8-14.7,.461,2.2-5.9,.376,4.7-5.6,.838,22,2010
22,"Malcolm Delaney, G",VT,30,35.4,20.4,5.7-14.6,.391,1.9-6.2,.306,7.1-8.4,.845,23,2010
23,"Evan Turner, G-F",OSU,28,35.4,20.3,7.8-14.4,.540,0.6-1.6,.370,4.2-5.6,.741,24,2010
24,"Donald Sims, G",APP,34,34.4,20.0,6.0-13.1,.461,3.2-7.6,.420,4.8-5.0,.953,25,2010
25,"Ricky Harris, G",UMASS,31,31.2,19.8,7.0-16.3,.427,2.2-7.3,.302,3.6-5.0,.729,26,2010
26,"Quincy Pondexter, F",WASH,33,32.4,19.8,6.9-12.9,.535,0.5-1.5,.367,5.4-6.4,.840,27,2010
27,"Xavier Silas, G",NIU,25,31.6,19.7,5.6-14.7,.383,2.1-6.5,.321,6.4-7.8,.811,28,2010
28,"Jordan Crawford, G",XAV,32,32.2,19.7,7.1-15.6,.456,2.1-5.4,.390,3.4-4.5,.769,29,2010
29,"Kevin Palmer, G-F",AMCC,32,32.9,19.7,6.3-13.7,.463,1.6-5.0,.321,5.4-7.2,.760,30,2010
30,"Damian Lillard, G",WEB,30,34.3,19.7,5.9-13.7,.432,2.7-6.9,.388,5.2-6.1,.853,31,2010
31,"Ben Smith, G",JAC,31,37.3,19.6,5.5-13.5,.410,2.5-6.7,.365,6.1-7.8,.778,32,2010
32,"Jamine Peterson, F",PROV,31,30.4,19.6,7.5-16.1,.466,1.6-4.8,.345,3.0-5.3,.561,33,2010
33,"Klay Thompson, G",WSU,31,35.4,19.6,6.5-15.6,.412,2.5-6.7,.364,4.3-5.4,.801,34,2010
34,"Anthony Johnson, G",MONT,31,34.9,19.6,5.9-11.7,.506,1.5-3.1,.464,6.4-7.3,.880,35,2010
35,"Robert Glenn, F",IUPU,34,30.4,19.5,7.1-12.0,.594,0.1-0.6,.250,5.1-6.8,.746,36,2010
36,"Greivis Vasquez, G",MD,31,33.7,19.5,6.6-15.5,.429,2.2-5.8,.370,4.1-4.8,.851,37,2010
37,"Andrew Goudelock, G",COFC,32,35.8,19.4,7.4-16.4,.454,2.8-7.3,.391,1.7-2.1,.809,38,2010
38,"LaceDarius Dunn, G",BAY,32,32.6,19.4,6.3-14.3,.442,3.3-7.7,.425,3.5-4.0,.860,39,2010
39,"Cameron Jones, G",NAU,28,35.2,19.3,7.3-14.4,.502,1.2-2.8,.423,3.6-4.9,.739,40,2010
40,"Corey Hassan, G",SHU,28,34.4,19.2,6.7-15.5,.430,3.2-8.4,.385,2.6-3.8,.695,41,2010
41,"John Holland, G-F",BU,32,34.2,19.0,6.0-13.0,.462,1.7-4.7,.356,5.3-6.3,.842,42,2010
42,"Andrew Gonzalez, F",HBU,32,33.9,18.9,6.1-13.3,.455,1.1-3.8,.298,5.7-7.0,.809,43,2010
43,"Cory Higgins, G",COLO,31,33.4,18.9,6.2-12.3,.505,1.0-2.9,.356,5.5-6.5,.833,44,2010
44,"Jacob Pullen, G",KSU,33,31.3,18.9,5.3-12.8,.416,2.8-7.3,.384,5.5-6.8,.808,45,2010
45,"C.J. McCollum, G",LEH,32,31.7,18.9,6.1-13.2,.466,2.2-5.1,.429,4.5-5.5,.813,46,2010
46,"Nick Barbour, G",HP,29,28.2,18.9,5.9-13.9,.425,2.5-6.3,.401,4.6-6.0,.763,47,2010
47,"Kyle Roemer, G-F",COLG,29,34.4,18.8,6.6-15.4,.430,2.6-7.1,.369,2.9-3.7,.792,48,2010
48,"Jerome Randle, G",CAL,33,34.7,18.7,6.1-13.3,.456,2.7-6.6,.406,3.9-4.2,.935,49,2010
49,"Charles Garcia, F",SEA,31,26.0,18.7,6.1-12.9,.474,0.4-1.5,.277,6.0-9.8,.615,50,2010
50,"Jon Scheyer, G",DUKE,34,36.6,18.6,5.4-13.6,.401,2.8-7.2,.385,4.9-5.6,.875,51,2010
51,"Dominic Waters, G",PRST,32,33.7,18.6,6.0-12.4,.485,2.2-5.2,.424,4.3-4.8,.902,52,2010
52,"Keion Bell, G",PEPP,31,31.5,18.5,6.3-14.6,.427,1.3-3.6,.357,4.7-6.3,.750,53,2010
53,"Scottie Reynolds, G",NOVA,31,30.2,18.5,5.7-11.9,.478,2.2-5.4,.399,4.9-6.0,.827,54,2010
54,"Talor Battle, G",PSU,31,37.0,18.5,6.2-14.8,.420,2.3-6.5,.350,3.8-5.4,.705,55,2010
55,"Rodney Green, G",LAS,30,37.1,18.5,6.8-16.4,.415,1.2-4.4,.265,3.7-5.3,.703,56,2010
56,"Rodney Pierce, G",BUFF,29,34.0,18.4,6.5-15.8,.410,2.0-5.6,.354,3.5-4.3,.810,57,2010
57,"Austin Kenon, G",VMI,29,31.3,18.4,5.6-14.3,.388,2.8-8.3,.331,4.6-5.4,.842,58,2010
58,"Kyle Gibson, G",LT,31,34.4,18.4,5.3-13.3,.397,2.0-6.0,.328,5.9-7.1,.840,59,2010
59,"Alex Young, G-F",IUPU,34,31.4,18.4,6.8-13.8,.494,2.0-5.2,.392,2.7-4.1,.657,60,2010
60,"Dior Lowhorn, F",SF,29,28.8,18.4,6.5-13.9,.470,0.8-2.7,.282,4.6-5.7,.811,61,2010
61,"John Shurna, F",NW,33,36.3,18.3,6.4-13.8,.464,2.3-6.4,.354,3.2-4.1,.772,62,2010
62,"Elliot Williams, G",MEM,32,33.3,18.3,5.3-11.5,.463,1.8-4.8,.368,5.9-7.7,.765,63,2010
63,"Dana Smith, G-F",LONG,31,31.8,18.2,6.3-13.2,.478,1.1-3.1,.340,4.6-6.9,.664,64,2010
64,"Jawan Carter, G",DEL,31,39.2,18.2,5.2-13.3,.387,2.4-7.3,.326,5.5-6.8,.807,65,2010
65,"Donald Sloan, G",TAMU,32,33.0,18.2,6.0-13.2,.452,1.4-3.8,.366,4.9-6.3,.772,66,2010
66,"Manny Harris, G",MICH,31,36.1,18.1,5.8-13.9,.421,1.5-5.0,.308,4.9-6.1,.800,67,2010
67,"Lazar Hayward, F",MARQ,33,32.3,18.1,6.5-15.1,.430,1.8-5.4,.345,3.2-3.8,.843,68,2010
68,"Damion James, G-F",TEX,33,30.1,18.0,6.2-12.3,.509,1.1-2.6,.402,4.5-6.7,.667,69,2010
69,"Randy Culpepper, G",UTEP,32,33.3,18.0,6.1-12.9,.473,2.5-6.8,.369,3.3-4.4,.738,70,2010
70,"Chris Gaston, F",FOR,28,35.0,18.0,6.8-15.1,.449,0.1-0.8,.091,4.4-6.5,.670,71,2010
71,"Tyren Johnson, F",ULL,30,36.1,17.9,6.8-13.7,.500,1.0-2.8,.361,3.3-4.7,.690,72,2010
72,"Orlando Johnson, G",UCSB,29,31.2,17.9,5.8-12.0,.481,1.5-3.8,.396,4.8-6.9,.700,73,2010
73,"Kevin Anderson, G",RICH,34,37.1,17.8,6.6-14.4,.457,1.1-3.3,.333,3.6-4.4,.820,74,2010
74,"Travis Taylor, F",MONM,24,34.6,17.8,6.8-12.5,.542,0.0-0.2,.000,4.2-6.5,.652,75,2010
75,"James Florence, G",MER,31,33.1,17.7,5.6-13.8,.405,1.8-5.8,.315,4.7-6.4,.746,76,2010
76,"Rico Pickett, G",MAN,29,31.4,17.7,6.9-15.8,.440,1.7-5.0,.333,2.2-3.1,.711,77,2010
77,"Trey Thompkins, F",UGA,31,31.0,17.7,6.7-13.8,.483,0.7-2.0,.377,3.6-4.7,.762,78,2010
78,"Trenton Marshall, G-F",JVST,26,31.4,17.7,5.9-14.2,.416,2.2-6.0,.368,3.7-4.6,.792,79,2010
79,"Zack Rosen, G",PENN,28,37.1,17.7,5.0-11.4,.439,2.5-6.0,.425,5.1-6.0,.862,80,2010
80,"Brandon Wood, G",VALP,32,31.7,17.7,6.2-13.3,.464,1.8-4.7,.373,3.5-4.3,.813,81,2010
81,"Jaytornah Wisseh, G",LIU,29,36.0,17.6,5.5-13.9,.396,1.0-3.6,.291,5.6-6.8,.832,82,2010
82,"Kyle Singler, F",DUKE,34,35.8,17.6,5.7-13.9,.410,2.1-5.3,.394,4.2-5.2,.798,83,2010
83,"Garrison Johnson, G",JKST,31,33.6,17.6,5.3-14.3,.369,2.2-6.3,.345,4.9-6.8,.729,84,2010
84,"Keith Gabriel, G",VMI,28,25.8,17.6,5.9-14.4,.408,3.0-9.4,.321,2.8-4.1,.687,85,2010
85,"Kyle Austin, F",UCRV,29,34.3,17.6,6.2-13.8,.449,0.9-2.4,.357,4.3-6.9,.625,86,2010
86,"Jonathan Gibson, G",NMSU,33,32.5,17.5,5.8-13.0,.449,3.1-7.6,.405,2.8-3.3,.845,87,2010
87,"A.J. Slaughter, G",WKU,34,36.5,17.5,5.4-13.0,.416,2.3-6.5,.359,4.4-5.3,.827,88,2010
88,"Ryan Wittman, F",COR,31,33.7,17.5,6.1-13.0,.465,3.2-7.7,.420,2.1-2.5,.857,89,2010
89,"Da'Sean Butler, F",WVU,33,36.0,17.4,5.7-13.3,.426,1.8-5.2,.353,4.2-5.5,.773,90,2010
90,"Markeith Cummings, F",KENN,33,34.0,17.4,6.2-13.6,.455,1.0-3.0,.337,4.1-5.7,.717,91,2010
91,"Jonathan Rodriguez, F",CAMP,30,32.6,17.4,5.4-11.3,.481,0.8-2.4,.319,5.8-7.4,.779,92,2010
92,"Alex Zampier, G",YALE,29,30.9,17.4,5.6-14.2,.391,1.9-6.3,.299,4.4-5.1,.858,93,2010
93,"Marqus Blakely, F",UVM,34,33.6,17.4,5.7-10.6,.540,0.0-0.4,.067,5.9-8.7,.670,94,2010
94,"Tre'Von Willis, G",UNLV,32,29.7,17.3,5.5-11.4,.484,1.3-4.2,.296,5.0-5.9,.856,95,2010
95,"Nolan Smith, G",DUKE,32,35.1,17.3,6.2-14.0,.443,1.5-3.9,.389,3.3-4.3,.781,96,2010
96,"Jerome Dyson, G",CONN,32,33.6,17.3,5.8-14.7,.394,1.2-4.0,.287,4.6-6.4,.709,97,2010
97,"Sylven Landesberg, G",UVA,27,32.1,17.3,6.1-13.9,.443,0.9-2.2,.383,4.1-5.1,.810,98,2010
98,"Cameron Wells, G",CIT,32,35.3,17.2,6.1-15.0,.408,0.5-2.0,.262,4.4-5.1,.866,99,2010
99,"Chris Warren, G",MISS,31,32.6,17.2,5.5-12.7,.437,3.2-7.8,.415,2.9-3.5,.809,100,2010
0,"Jimmer Fredette, G",BYU,34,35.3,28.5,9.2-20.2,.456,3.3-8.1,.404,6.8-7.6,.891,1,2011
1,"MarShon Brooks, G-F",PROV,32,36.5,24.6,8.6-17.8,.483,2.1-6.2,.340,5.3-6.8,.772,2,2011
2,"Adrian Oliver, G",SJSU,30,35.0,24.3,8.0-18.4,.434,2.3-5.5,.412,6.0-7.3,.826,3,2011
3,"Kemba Walker, G",CONN,35,37.5,23.5,7.8-18.1,.432,1.8-5.4,.339,6.1-7.6,.805,4,2011
4,"Andrew Goudelock, G",COFC,34,34.9,23.4,8.6-18.7,.459,3.4-8.4,.406,2.8-3.4,.810,5,2011
5,"Charles Jenkins, G",HOF,32,37.4,22.9,7.6-14.7,.517,2.0-4.8,.419,5.7-6.9,.823,6,2011
6,"Andrew Gonzalez, F",HBU,30,37.0,22.9,6.8-16.4,.415,1.9-5.0,.389,7.3-9.0,.815,7,2011
7,"Xavier Silas, G",NIU,26,32.0,22.3,6.8-14.9,.459,2.0-4.8,.413,6.6-7.7,.851,8,2011
8,"Klay Thompson, G",WSU,30,34.6,22.1,7.3-16.4,.447,3.1-7.3,.423,4.4-5.3,.824,9,2011
9,"Anatoly Bose, G-F",NICH,28,34.1,22.1,6.4-16.1,.394,2.4-7.4,.325,7.0-8.8,.793,10,2011
10,"C.J. McCollum, G",LEH,31,34.5,21.8,6.9-17.3,.399,1.7-5.3,.315,6.4-7.5,.845,11,2011
11,"Norris Cole, G",CLEV,34,35.6,21.6,6.9-15.7,.443,1.4-4.0,.356,6.3-7.4,.853,12,2011
12,"Devon Beitzel, G",UNCO,31,35.3,21.4,6.2-13.0,.479,2.6-6.8,.384,6.3-7.0,.903,13,2011
13,"Nolan Smith, G",DUKE,34,34.2,21.3,7.2-15.7,.461,1.6-4.5,.351,5.2-6.4,.816,14,2011
14,"Orlando Johnson, G",UCSB,31,33.2,21.1,6.9-14.6,.475,2.0-5.1,.401,5.2-6.4,.808,15,2011
15,"Donald Sims, G",APP,31,37.9,21.0,6.4-14.4,.443,2.5-7.1,.355,5.7-6.6,.864,16,2011
16,"Andrew Nicholson, F",SBON,30,33.8,20.8,7.6-13.4,.571,0.2-0.8,.261,5.4-7.5,.712,17,2011
17,"JaJuan Johnson, F-C",PUR,32,35.3,20.5,7.5-15.1,.496,0.4-1.5,.298,5.1-6.3,.815,18,2011
