,PLAYER,TEAM,GP,MPG,OFF,ORPG,DEF,DRPG,REB,RPG,RP40,RK,Year
90,"Torin Francis, F",ND,28,26.5,83,3.0,140,5.0,223,8.0,12.0,91,2005
91,"Dijon Thompson, G-F",UCLA,27,34.5,52,1.9,163,6.0,215,8.0,9.2,92,2005
92,"Ronald Alexander, C",MVSU,28,28.1,84,3.0,138,4.9,222,7.9,11.3,93,2005
93,"Terence Dials, F-C",OSU,32,32.7,91,2.8,162,5.1,253,7.9,9.7,94,2005
94,"Chuck Hayes, F",UK,30,29.2,93,3.1,144,4.8,237,7.9,10.8,95,2005
95,"Gordon Klaiber, F",FDU,29,33.4,71,2.4,158,5.4,229,7.9,9.4,96,2005
96,"Steven Thomas, F",UTA,28,30.4,71,2.5,150,5.4,221,7.9,10.4,97,2005
97,"DeAndre Alexander, F",ULM,27,26.4,79,2.9,134,5.0,213,7.9,11.9,98,2005
98,"Moussa Badiane, C",ECU,27,29.7,77,2.9,135,5.0,212,7.9,10.6,99,2005
99,"Taj Gray, F",OKLA,31,27.7,105,3.4,138,4.5,243,7.8,11.3,100,2005
100,"Jeff Varem, G",WSU,28,30.3,61,2.2,158,5.6,219,7.8,10.3,101,2005
101,"Jermareo Davidson, F",ALA,31,25.7,67,2.2,175,5.6,242,7.8,12.1,102,2005
102,"Corey Lamkin, F",AMCC,28,26.9,79,2.8,139,5.0,218,7.8,11.6,103,2005
103,"Lou Amundson, F",UNLV,28,24.6,74,2.6,144,5.1,218,7.8,12.7,104,2005
104,"Aaron Andrews, C",MORG,28,27.8,84,3.0,134,4.8,218,7.8,11.2,105,2005
105,"Rashaun Freeman, C",UMASS,28,31.3,73,2.6,145,5.2,218,7.8,10.0,106,2005
106,"Dominick Martin, C",YALE,27,28.8,71,2.6,139,5.1,210,7.8,10.8,107,2005
107,"Jason Maxiell, F",CIN,31,31.2,100,3.2,141,4.5,241,7.8,10.0,108,2005
108,"Jean Francois, F",GASO,30,32.1,81,2.7,152,5.1,233,7.8,9.7,109,2005
109,"Tamarr Maclin, F",MOST,30,23.2,94,3.1,139,4.6,233,7.8,13.4,110,2005
110,"Rawle Marshall, G",OAK,30,36.0,80,2.7,152,5.1,232,7.7,8.6,111,2005
111,"Rod Flowers, F",TNST,29,29.3,81,2.8,142,4.9,223,7.7,10.5,112,2005
112,"J'mel Everhart, F",CIT,28,33.3,83,3.0,132,4.7,215,7.7,9.2,113,2005
113,"Eric Williams, C",WAKE,31,28.5,87,2.8,151,4.9,238,7.7,10.8,114,2005
114,"Joe Martin, G-F",AAMU,30,28.4,106,3.5,124,4.1,230,7.7,10.8,115,2005
115,"Kevinn Pinkney, F",NEV,29,29.1,73,2.5,149,5.1,222,7.7,10.5,116,2005
116,"Glen McGowan, F",PEPP,31,33.3,82,2.6,155,5.0,237,7.6,9.2,117,2005
117,"Grant Stout, F",UNI,31,31.5,71,2.3,166,5.4,237,7.6,9.7,118,2005
118,"Linas Kleiza, F-C",MIZ,32,31.4,69,2.2,175,5.5,244,7.6,9.7,119,2005
119,"Will McClurkin, C",MRST,24,33.6,47,2.0,136,5.7,183,7.6,9.1,120,2005
0,"Paul Millsap, F",LT,32,34.2,192,6.0,237,7.4,429,13.4,15.7,1,2006
1,"Kenny Adeleke, F",HART,28,35.0,150,5.4,216,7.7,366,13.1,14.9,2,2006
2,"Rashad Jones-Jennings, F",UALR,29,34.0,104,3.6,225,7.8,329,11.3,13.4,3,2006
3,"Ivan Almonte, F",FIU,25,30.9,86,3.4,195,7.8,281,11.2,14.6,4,2006
4,"Curtis Withers, F",CHAR,30,34.1,122,4.1,209,7.0,331,11.0,12.9,5,2006
5,"Marcus Slaughter, F",SDSU,29,32.6,120,4.1,199,6.9,319,11.0,13.5,6,2006
6,"Justin Williams, F-C",WYO,30,30.0,120,4.0,209,7.0,329,11.0,14.6,7,2006
7,"Yemi Nicholson, C",DEN,31,33.5,89,2.9,250,8.1,339,10.9,13.1,8,2006
8,"Harding Nana, F",DEL,30,35.3,89,3.0,237,7.9,326,10.9,12.3,9,2006
9,"Ricky Woods, F",SELA,28,33.5,108,3.9,196,7.0,304,10.9,12.9,10,2006
10,"Corey Rouse, F",ECU,28,31.3,110,3.9,191,6.8,301,10.8,13.8,11,2006
11,"John Bowler, F",EMU,28,33.5,91,3.3,210,7.5,301,10.8,12.8,12,2006
12,"Aaron Gray, C",PITT,31,27.9,117,3.8,211,6.8,328,10.6,15.2,13,2006
13,"Nick Fazekas, F",NEV,32,31.7,95,3.0,235,7.3,330,10.3,13.0,14,2006
14,"Obie Nwadike, F",CCSU,29,34.0,115,4.0,184,6.3,299,10.3,12.1,15,2006
15,"Tim Parham, C",UMES,29,32.4,116,4.0,183,6.3,299,10.3,12.7,16,2006
16,"Shelden Williams, F",DUKE,33,32.9,101,3.1,238,7.2,339,10.3,12.5,17,2006
17,"Todd Sowell, F",SPU,32,31.0,139,4.3,187,5.8,326,10.2,13.2,18,2006
18,"Leon Powe, F",CAL,26,35.2,83,3.2,178,6.8,261,10.0,11.4,19,2006
19,"Matthew Knight, F-C",LMU,30,31.9,112,3.7,187,6.2,299,10.0,12.5,20,2006
20,"Glen Davis, F",LSU,31,31.5,127,4.1,181,5.8,308,9.9,12.6,21,2006
21,"Solomon Jones, F-C",USF,29,36.4,93,3.2,192,6.6,285,9.8,10.8,22,2006
22,"Joe Martin, G-F",AAMU,26,32.0,102,3.9,150,5.8,252,9.7,12.1,23,2006
23,"Chris Oliver, F",RAD,29,34.1,114,3.9,165,5.7,279,9.6,11.3,24,2006
24,"Durell Vinson, F",WAG,27,31.4,109,4.0,150,5.6,259,9.6,12.2,25,2006
25,"J.P. Batista, F-C",GONZ,30,32.7,90,3.0,194,6.5,284,9.5,11.6,26,2006
26,"C.J. Anderson, G-F",MAN,16,37.3,40,2.5,111,6.9,151,9.4,10.1,27,2006
27,"Eric Hicks, F",CIN,31,34.0,134,4.3,158,5.1,292,9.4,11.1,28,2006
28,"Torin Francis, F",ND,28,29.1,77,2.8,186,6.6,263,9.4,12.9,29,2006
29,"Tyrus Thomas, F",LSU,27,26.2,79,2.9,173,6.4,252,9.3,14.2,30,2006
30,"James Augustine, F-C",ILL,31,32.7,97,3.1,192,6.2,289,9.3,11.4,31,2006
31,"Rashaun Freeman, C",UMASS,28,30.8,107,3.8,153,5.5,260,9.3,12.1,32,2006
32,"Paul Davis, C",MSU,32,30.8,86,2.7,210,6.6,296,9.3,12.0,33,2006
33,"A.J. Jackson, F",RMU,28,33.9,78,2.8,181,6.5,259,9.3,10.9,34,2006
34,"Alain LaRoche, F",UNF,23,35.8,71,3.1,141,6.1,212,9.2,10.3,35,2006
35,"Greg Brunner, F",IOWA,33,32.0,96,2.9,208,6.3,304,9.2,11.5,36,2006
36,"P.J. Tucker, F",TEX,33,33.9,89,2.7,214,6.5,303,9.2,10.8,37,2006
37,"Quinton Hosley, G-F",FRES,28,35.1,92,3.3,165,5.9,257,9.2,10.5,38,2006
38,"John Tofi, F",UTEP,23,30.2,69,3.0,142,6.2,211,9.2,12.2,39,2006
39,"Lawrence Hamm, F",TOWS,28,33.8,96,3.4,160,5.7,256,9.1,10.8,40,2006
40,"Jermareo Davidson, F",ALA,29,33.8,78,2.7,184,6.3,262,9.0,10.7,41,2006
41,"LaMarcus Aldridge, F",TEX,33,33.1,121,3.7,177,5.4,298,9.0,10.9,42,2006
42,"Eric Williams, C",WAKE,33,32.5,104,3.2,193,5.8,297,9.0,11.1,43,2006
43,"Geoff McDermott, G-F",PROV,27,32.0,69,2.6,174,6.4,243,9.0,11.3,44,2006
44,"Craig Smith, F",BC,33,35.6,95,2.9,201,6.1,296,9.0,10.1,45,2006
45,"Caleb Green, F",ORU,32,32.2,121,3.8,165,5.2,286,8.9,11.1,46,2006
46,"Grant Stout, F",UNI,32,32.4,78,2.4,208,6.5,286,8.9,11.0,47,2006
47,"Arizona 'AZ' Reid, F",HP,29,33.8,81,2.8,178,6.1,259,8.9,10.6,48,2006
48,"Maurice Latham, F",CAMP,28,32.4,112,4.0,138,4.9,250,8.9,11.0,49,2006
49,"Christian Maraker, F",PAC,32,32.9,66,2.1,219,6.8,285,8.9,10.8,50,2006
50,"Matt Stehle, F",HARV,27,34.3,78,2.9,159,5.9,237,8.8,10.2,51,2006
51,"Matt Haryasz, F",STAN,26,32.9,73,2.8,154,5.9,227,8.7,10.6,52,2006
52,"Tyrone Nelson, F",NMSU,30,32.9,97,3.2,164,5.5,261,8.7,10.6,53,2006
53,"Arturo Dubois, F",MAN,28,32.4,94,3.4,149,5.3,243,8.7,10.7,54,2006
54,"Kiril Wachsmann, F",IONA,30,27.1,94,3.1,166,5.5,260,8.7,12.8,55,2006
55,"Kibwe Trim, F-C",SHU,28,32.6,99,3.5,142,5.1,241,8.6,10.6,56,2006
56,"Lou Amundson, F",UNLV,29,28.1,93,3.2,156,5.4,249,8.6,12.2,57,2006
57,"Clayton Morgan, F",LONG,30,29.8,96,3.2,161,5.4,257,8.6,11.5,58,2006
58,"Clarence Matthews, F",TNST,28,28.8,85,3.0,153,5.5,238,8.5,11.8,59,2006
59,"Peter Cipriano, F",SOU,31,28.7,102,3.3,161,5.2,263,8.5,11.8,60,2006
60,"Simon Conn, C",WEBB,29,32.6,95,3.3,149,5.1,244,8.4,10.3,61,2006
61,"Jason Thompson, F",RID,27,31.8,78,2.9,148,5.5,226,8.4,10.5,62,2006
62,"Devon Pearson, F",SMU,29,28.8,87,3.0,155,5.3,242,8.3,11.6,63,2006
63,"Quin Humphrey, G",YSU,28,36.9,68,2.4,165,5.9,233,8.3,9.0,64,2006
64,"Alan Wiggins Jr., F",SF,28,33.6,83,3.0,150,5.4,233,8.3,9.9,65,2006
65,"Jamaal Brown, F",CSF,29,34.2,64,2.2,177,6.1,241,8.3,9.7,66,2006
66,"Kyle Hines, F",UNCG,30,34.0,92,3.1,155,5.2,247,8.2,9.7,67,2006
67,"Jeremis Smith, F",GT,28,28.0,87,3.1,143,5.1,230,8.2,11.7,68,2006
68,"Clif Brown, G-F",NIAG,29,31.1,83,2.9,154,5.3,237,8.2,10.5,69,2006
69,"Antoine Jordan, G",SIE,28,36.4,51,1.8,177,6.3,228,8.1,8.9,70,2006
70,"Luc Mbah a Moute, F",UCLA,33,29.5,99,3.0,169,5.1,268,8.1,11.0,71,2006
71,"Steven Thomas, F",UTA,29,28.7,98,3.4,136,4.7,234,8.1,11.2,72,2006
72,"Marco Killingsworth, F",IND,29,28.8,73,2.5,160,5.5,233,8.0,11.2,73,2006
73,"Terence Dials, F-C",OSU,30,30.0,75,2.5,165,5.5,240,8.0,10.7,74,2006
74,"Dan Oppland, F",VALP,29,34.0,86,3.0,146,5.0,232,8.0,9.4,75,2006
75,"Andre Smith, F",NDSU,27,28.5,80,3.0,136,5.0,216,8.0,11.2,76,2006
76,"Patrick O'Bryant, C",BRAD,22,25.1,61,2.8,115,5.2,176,8.0,12.7,77,2006
77,"Randal Falker, F",SIU,32,28.3,92,2.9,163,5.1,255,8.0,11.2,78,2006
78,"Akin Akingbala, F",CLEM,30,27.3,90,3.0,149,5.0,239,8.0,11.7,79,2006
79,"Aleks Maric, C",NEB,30,25.2,105,3.5,134,4.5,239,8.0,12.6,80,2006
80,"Kelly Whitney, F-C",HALL,29,36.2,84,2.9,147,5.1,231,8.0,8.8,81,2006
81,"Richard Hendrix, F",ALA,29,26.7,84,2.9,147,5.1,231,8.0,12.0,82,2006
82,"Michael Southall, C",ULL,28,30.1,66,2.4,157,5.6,223,8.0,10.6,83,2006
83,"Mohamed Kone, F",VALP,27,29.6,68,2.5,147,5.4,215,8.0,10.8,84,2006
84,"Thurman Zimmerman, G-F",SCST,25,31.2,48,1.9,151,6.0,199,8.0,10.2,85,2006
85,"Charron Fisher, G-F",NIAG,19,33.2,69,3.6,82,4.3,151,7.9,9.6,86,2006
86,"Jai Lewis, F",GMU,30,29.7,86,2.9,152,5.1,238,7.9,10.7,87,2006
87,"Dwayne Mitchell, G",ULL,29,35.4,65,2.2,165,5.7,230,7.9,8.9,88,2006
88,"Thomas Fairley, F",LAM,28,27.4,65,2.3,157,5.6,222,7.9,11.6,89,2006
89,"Ryan Bright, F",SHSU,31,28.0,78,2.5,167,5.4,245,7.9,11.3,90,2006
90,"Shawn James, F-C",NE,30,27.7,67,2.2,170,5.7,237,7.9,11.4,91,2006
91,"Steven Smith, F",LAS,28,36.0,58,2.1,162,5.8,220,7.9,8.7,92,2006
92,"Cavell Johnson, F",JMU,7,30.1,18,2.6,37,5.3,55,7.9,10.4,93,2006
93,"Matt Murrer, F",VMI,27,31.2,55,2.0,157,5.8,212,7.9,10.1,94,2006
94,"Shawn Witherspoon, F",MURR,30,28.1,87,2.9,148,4.9,235,7.8,11.2,95,2006
95,"Rodney Webb, F",FAU,28,31.8,83,3.0,136,4.9,219,7.8,9.8,96,2006
96,"Larry Owens, F",ORU,32,31.8,97,3.0,153,4.8,250,7.8,9.8,97,2006
97,"Adrian Uter, F-C",HOF,26,27.4,76,2.9,127,4.9,203,7.8,11.4,98,2006
98,"Darryl Proctor, F",COPP,30,31.2,72,2.4,162,5.4,234,7.8,10.0,99,2006
99,"Tyler Hansbrough, F",UNC,29,30.3,103,3.6,122,4.2,225,7.8,10.2,100,2006
100,"Brad Nuckles, F",ETSU,28,29.5,73,2.6,144,5.1,217,7.8,10.5,101,2006
101,"Mychal Kearse, G",MSM,28,26.7,72,2.6,145,5.2,217,7.8,11.6,102,2006
102,"Jason Cain, F",UVA,29,26.6,87,3.0,135,4.7,222,7.7,11.5,103,2006
103,"Taj Gray, F",OKLA,28,30.4,87,3.1,127,4.5,214,7.6,10.1,104,2006
104,"James Mays, F",CLEM,11,24.0,35,3.2,49,4.5,84,7.6,12.7,105,2006
105,"Alex Loughton, F-C",ODU,30,28.6,76,2.5,153,5.1,229,7.6,10.7,106,2006
106,"Dwayne Curtis, C",MISS,29,28.2,103,3.6,118,4.1,221,7.6,10.8,107,2006
107,"Geary Claxton, G-F",PSU,29,34.0,93,3.2,128,4.4,221,7.6,9.0,108,2006
108,"Alphonso Pugh, F",CHAT,21,26.0,49,2.3,111,5.3,160,7.6,11.7,109,2006
109,"J'mel Everhart, F",CIT,31,31.3,96,3.1,140,4.5,236,7.6,9.7,110,2006
110,"Joey Dorsey, F",MEM,33,20.6,103,3.1,148,4.5,251,7.6,14.8,111,2006
111,"Torvoris Baker, F",DET,32,28.0,93,2.9,150,4.7,243,7.6,10.8,112,2006
112,"Lamont Hamilton, F",SJU,27,29.3,72,2.7,133,4.9,205,7.6,10.4,113,2006
113,"Terrence Roberts, F",SYR,34,31.7,99,2.9,159,4.7,258,7.6,9.6,114,2006
114,"Chaz Crawford, F",DREX,31,26.5,121,3.9,114,3.7,235,7.6,11.4,115,2006
115,"Othyus Jeffers, G-F",UIC,31,32.3,114,3.7,121,3.9,235,7.6,9.4,116,2006
116,"Chris Moore, F",TXSO,30,28.1,72,2.4,155,5.2,227,7.6,10.8,117,2006
117,"Bryant Dunston, F",FOR,32,31.3,83,2.6,159,5.0,242,7.6,9.7,118,2006
118,"Ahmet Gueye, F",HAW,25,31.5,62,2.5,127,5.1,189,7.6,9.6,119,2006
119,"Courtney Bradley, F",JVST,29,30.3,61,2.1,158,5.4,219,7.6,10.0,120,2006
0,"Rashad Jones-Jennings, F",UALR,30,32.4,142,4.7,250,8.3,392,13.1,16.1,1,2007
1,"Chris Holm, C",UVM,32,31.2,151,4.7,236,7.4,387,12.1,15.5,2,2007
2,"Kentrell Gransberry, C",USF,23,28.5,108,4.7,155,6.7,263,11.4,16.0,3,2007
3,"Kevin Durant, G-F",TEX,33,35.7,102,3.1,271,8.2,373,11.3,12.7,4,2007
4,"Nick Fazekas, F",NEV,30,29.9,92,3.1,244,8.1,336,11.2,15.0,5,2007
5,"Obie Nwadike, F",CCSU,30,34.2,135,4.5,191,6.4,326,10.9,12.7,6,2007
6,"Ryvon Covile, C",DET,30,33.0,104,3.5,213,7.1,317,10.6,12.8,7,2007
7,"Glen Davis, F",LSU,29,35.0,113,3.9,190,6.6,303,10.4,11.9,8,2007
8,"Jason Smith, F",CSU,30,30.2,98,3.3,206,6.9,304,10.1,13.4,9,2007
9,"Jason Thompson, F",RID,31,34.1,92,3.0,220,7.1,312,10.1,11.8,10,2007
10,"Chris Moore, F",TXSO,28,31.1,80,2.9,196,7.0,276,9.9,12.7,11,2007
11,"Lamar Sanders, F",LAM,32,31.8,105,3.3,210,6.6,315,9.8,12.4,12,2007
12,"Clif Brown, G-F",NIAG,31,33.7,113,3.6,192,6.2,305,9.8,11.7,13,2007
13,"Dominic McGuire, G-F",FRES,31,32.7,65,2.1,238,7.7,303,9.8,11.9,14,2007
14,"Jeff Adrien, F",CONN,31,33.1,117,3.8,184,5.9,301,9.7,11.7,15,2007
15,"Greg Oden, C",OSU,26,29.2,95,3.7,156,6.0,251,9.7,13.2,16,2007
16,"Aaron Gray, C",PITT,33,28.2,114,3.5,204,6.2,318,9.6,13.6,17,2007
17,"Jon Brockman, F",WASH,32,28.8,117,3.7,190,5.9,307,9.6,13.3,18,2007
18,"Joey Dorsey, F",MEM,33,25.0,144,4.4,172,5.2,316,9.6,15.3,19,2007
19,"Stephane Lasme, F",UMASS,31,30.1,115,3.7,180,5.8,295,9.5,12.6,20,2007
20,"Arizona 'AZ' Reid, F",HP,32,33.2,100,3.1,204,6.4,304,9.5,11.5,21,2007
21,"Scott Cutley, F",CSF,26,33.1,80,3.1,167,6.4,247,9.5,11.5,22,2007
22,"Carlos Monroe, F",FAU,27,31.2,71,2.6,183,6.8,254,9.4,12.1,23,2007
23,"Brandon Wallace, F",SC,30,36.5,94,3.1,188,6.3,282,9.4,10.3,24,2007
24,"Yassin Idbihi, F-C",BUFF,28,31.6,93,3.3,168,6.0,261,9.3,11.8,25,2007
25,"Caleb Green, F",ORU,33,34.7,92,2.8,215,6.5,307,9.3,10.7,26,2007
26,"Chaz Crawford, F",DREX,31,29.7,115,3.7,173,5.6,288,9.3,12.5,27,2007
27,"Geoff McDermott, G-F",PROV,30,35.3,76,2.5,200,6.7,276,9.2,10.4,28,2007
28,"Andre Smith, F",NDSU,28,31.7,92,3.3,164,5.9,256,9.1,11.5,29,2007
29,"Al Horford, F-C",FLA,32,27.1,80,2.5,212,6.6,292,9.1,13.5,30,2007
30,"Jeff Ayres, F",ASU,30,33.6,118,3.9,154,5.1,272,9.1,10.8,31,2007
31,"Eric Coleman, C",UNI,31,28.5,77,2.5,204,6.6,281,9.1,12.7,32,2007
32,"Grant Stout, F",UNI,31,30.1,70,2.3,208,6.7,278,9.0,11.9,33,2007
33,"Kyle Hines, F",UNCG,29,32.0,99,3.4,161,5.6,260,9.0,11.2,34,2007
34,"Quinton Hosley, G-F",FRES,31,33.1,82,2.6,195,6.3,277,8.9,10.8,35,2007
35,"Ruben Boykin Jr., F",NAU,30,31.8,74,2.5,194,6.5,268,8.9,11.2,36,2007
36,"Matt Nelson, F",BSU,31,29.6,86,2.8,189,6.1,275,8.9,12.0,37,2007
37,"Alex McLean, F",LIB,31,32.2,94,3.0,181,5.8,275,8.9,11.0,38,2007
38,"Leon Williams, F",OHIO,32,29.0,114,3.6,169,5.3,283,8.8,12.2,39,2007
39,"Jonathan Rodriguez, F",CAMP,31,33.2,76,2.5,196,6.3,272,8.8,10.6,40,2007
40,"Richard Hendrix, F",ALA,31,27.7,102,3.3,169,5.5,271,8.7,12.6,41,2007
41,"Herbert Hill, F-C",PROV,30,31.8,98,3.3,162,5.4,260,8.7,10.9,42,2007
42,"Aleks Maric, C",NEB,30,28.8,75,2.5,185,6.2,260,8.7,12.0,43,2007
43,"Othyus Jeffers, G-F",UIC,32,33.0,102,3.2,174,5.4,276,8.6,10.5,44,2007
44,"Joe Reitz, C",WMU,32,28.3,100,3.1,175,5.5,275,8.6,12.1,45,2007
45,"Todd Sowell, F",SPU,27,28.6,88,3.3,141,5.2,229,8.5,11.8,46,2007
46,"Maarty Leunen, F",ORE,33,32.1,83,2.5,196,5.9,279,8.5,10.5,47,2007
47,"Taj Gibson, F",USC,34,32.4,89,2.6,198,5.8,287,8.4,10.4,48,2007
48,"E.J. Drayton, F",CHAR,30,33.6,86,2.9,167,5.6,253,8.4,10.0,49,2007
49,"Dwayne Curtis, C",MISS,24,27.3,79,3.3,121,5.0,200,8.3,12.2,50,2007
50,"Jared Dudley, F",BC,28,38.6,86,3.1,147,5.3,233,8.3,8.6,51,2007
51,"Jermareo Davidson, F",ALA,29,32.2,61,2.1,180,6.2,241,8.3,10.3,52,2007
52,"Chris Oliver, F",RAD,30,36.6,97,3.2,152,5.1,249,8.3,9.1,53,2007
53,"Rashaun Freeman, C",UMASS,31,27.2,118,3.8,139,4.5,257,8.3,12.2,54,2007
54,"Gyno Pomare, F",USD,32,28.2,101,3.2,164,5.1,265,8.3,11.8,55,2007
55,"Durrell Nevels, F",UCA,30,29.2,80,2.7,168,5.6,248,8.3,11.3,56,2007
56,"Shuan Stegall, F",KENN,31,29.6,88,2.8,168,5.4,256,8.3,11.1,57,2007
57,"Ahmet Gueye, F",HAW,31,30.8,101,3.3,155,5.0,256,8.3,10.7,58,2007
58,"Isaac Wells, F",ARST,32,33.6,56,1.8,208,6.5,264,8.3,9.8,59,2007
59,"Louis Graham, F",GASO,31,26.4,70,2.3,185,6.0,255,8.2,12.5,60,2007
60,"Joakim Noah, F-C",FLA,34,25.6,88,2.6,191,5.6,279,8.2,12.8,61,2007
61,"Jerome Tillman, F",OHIO,32,32.4,97,3.0,164,5.1,261,8.2,10.1,62,2007
62,"Terrence Roberts, F",SYR,30,28.4,90,3.0,154,5.1,244,8.1,11.4,63,2007
63,"Reggie Larry, F",BSU,31,30.1,74,2.4,178,5.7,252,8.1,10.8,64,2007
64,"Boris Meno, F",DAV,32,26.2,84,2.6,176,5.5,260,8.1,12.4,65,2007
65,"Charron Fisher, G-F",NIAG,25,33.7,70,2.8,133,5.3,203,8.1,9.6,66,2007
66,"Ryan Bright, F",SHSU,31,29.3,81,2.6,169,5.5,250,8.1,11.0,67,2007
67,"Ryan Anderson, F",CAL,34,33.1,79,2.3,195,5.7,274,8.1,9.7,68,2007
68,"Josh Obiajunwa, F",SAV,30,29.8,76,2.5,165,5.5,241,8.0,10.8,69,2007
69,"Herb Courtney, F",DEL,31,36.7,52,1.7,196,6.3,248,8.0,8.7,70,2007
70,"Anthony Newell, F",BALL,31,29.5,85,2.7,163,5.3,248,8.0,10.8,71,2007
71,"Julian Wright, F",KU,34,27.4,87,2.6,184,5.4,271,8.0,11.6,72,2007
72,"Reggie Williams, F",VMI,33,32.4,110,3.3,153,4.6,263,8.0,9.8,73,2007
73,"Geary Claxton, G-F",PSU,26,34.0,83,3.2,124,4.8,207,8.0,9.4,74,2007
74,"Rob Kurz, F",ND,30,28.1,90,3.0,148,4.9,238,7.9,11.3,75,2007
75,"Brad Nuckles, F",ETSU,33,30.5,84,2.5,177,5.4,261,7.9,10.4,76,2007
76,"Wesley Johnson, F",ISU,31,31.7,98,3.2,146,4.7,244,7.9,9.9,77,2007
77,"Tyler Hansbrough, F",UNC,34,29.5,103,3.0,164,4.8,267,7.9,10.7,78,2007
78,"James Davis, C",LAM,27,25.6,85,3.1,127,4.7,212,7.9,12.3,79,2007
79,"Jeremiah Wood, F",AKR,32,24.0,86,2.7,165,5.2,251,7.8,13.1,80,2007
80,"Fernandez Lockett, G-F",PEAY,32,33.7,80,2.5,171,5.3,251,7.8,9.3,81,2007
81,"Amadi McKenzie, F",TNTC,32,27.3,101,3.2,147,4.6,248,7.8,11.3,82,2007
82,"Josh McRoberts, F-C",DUKE,32,35.1,63,2.0,185,5.8,248,7.8,8.8,83,2007
83,"A.J. Jackson, F",RMU,28,35.4,56,2.0,161,5.8,217,7.8,8.8,84,2007
84,"Boubacar Coly, F",MORG,31,27.4,81,2.6,159,5.1,240,7.7,11.3,85,2007
85,"Josh Heytvelt, F",GONZ,25,26.2,46,1.8,147,5.9,193,7.7,11.8,86,2007
86,"James Grimball, C",UNF,28,27.2,78,2.8,138,4.9,216,7.7,11.4,87,2007
87,"Luke Nevill, C",UTAH,29,31.3,72,2.5,151,5.2,223,7.7,9.8,88,2007
88,"Matthew Knight, F-C",LMU,28,32.6,72,2.6,143,5.1,215,7.7,9.4,89,2007
89,"Clarence Matthews, F",TNST,31,28.3,98,3.2,140,4.5,238,7.7,10.8,90,2007
90,"Luc Mbah a Moute, F",UCLA,30,30.5,79,2.6,151,5.0,230,7.7,10.1,91,2007
91,"Randolph Morris, F-C",UK,32,27.4,63,2.0,182,5.7,245,7.7,11.2,92,2007
92,"Diamon Simpson, F",SMC,32,28.4,107,3.3,138,4.3,245,7.7,10.8,93,2007
93,"Devin Sweetney, G-F",SFU,29,33.7,81,2.8,141,4.9,222,7.7,9.1,94,2007
94,"Ekene Ibekwe, F",MD,31,25.2,84,2.7,153,4.9,237,7.6,12.1,95,2007
95,"Andrew Naeve, F-C",COR,28,30.8,61,2.2,153,5.5,214,7.6,9.9,96,2007
96,"Calvin Brown, C",NORF,30,32.1,95,3.2,134,4.5,229,7.6,9.5,97,2007
97,"Mickell Gladness, F-C",AAMU,30,29.2,49,1.6,180,6.0,229,7.6,10.4,98,2007
98,"Ike Ofoegbu, F",SMU,31,30.7,109,3.5,127,4.1,236,7.6,9.9,99,2007
99,"Mario Boggan, F-C",OKST,33,32.9,87,2.6,164,5.0,251,7.6,9.3,100,2007
100,"Kevin Rogers, F",BAY,30,28.8,76,2.5,152,5.1,228,7.6,10.6,101,2007
101,"Ivan Radenovic, F",ARIZ,30,34.3,81,2.7,146,4.9,227,7.6,8.8,102,2007
102,"Joseph Harris, F",CCAR,30,26.9,97,3.2,130,4.3,227,7.6,11.3,103,2007
103,"Shaun Pruitt, C",ILL,34,26.7,103,3.0,154,4.5,257,7.6,11.3,104,2007
104,"Darnell Wilson, F",CAN,31,29.5,99,3.2,135,4.4,234,7.5,10.3,105,2007
105,"William Byrd, F",ARPB,31,31.8,58,1.9,176,5.7,234,7.5,9.5,106,2007
106,"Kahiem Seawright, F",URI,32,30.8,106,3.3,135,4.2,241,7.5,9.8,107,2007
107,"Randal Falker, F",SIU,33,29.3,82,2.5,166,5.0,248,7.5,10.3,108,2007
108,"Michael Haddix, C",SIE,32,29.8,94,2.9,146,4.6,240,7.5,10.1,109,2007
109,"Mark Zoller, F",PENN,30,31.2,58,1.9,167,5.6,225,7.5,9.6,110,2007
110,"Urule Igbavboa, F",VALP,31,29.8,42,1.4,190,6.1,232,7.5,10.0,111,2007
111,"Andre Harris, F",FDU,30,36.6,74,2.5,150,5.0,224,7.5,8.2,112,2007
112,"Thomas Shewmake, C",CSN,28,24.3,52,1.9,156,5.6,208,7.4,12.2,113,2007
113,"Ahmad Nivins, F",JOES,32,34.5,106,3.3,131,4.1,237,7.4,8.6,114,2007
114,"Darryl Watkins, C",SYR,30,29.0,90,3.0,132,4.4,222,7.4,10.2,115,2007
115,"Ian Vouyoukas, F-C",SLU,33,28.5,66,2.0,178,5.4,244,7.4,10.4,116,2007
116,"Kyle Visser, C",WAKE,31,29.0,89,2.9,140,4.5,229,7.4,10.2,117,2007
117,"Anthony Williams, F",GRAM,26,29.2,73,2.8,119,4.6,192,7.4,10.1,118,2007
118,"Harry Disy, F",LT,30,28.1,86,2.9,135,4.5,221,7.4,10.5,119,2007
119,"Brian Greene, G",FAMU,30,29.6,71,2.4,150,5.0,221,7.4,9.9,120,2007
0,"Michael Beasley, F",KSU,31,31.5,126,4.1,258,8.3,384,12.4,15.8,1,2008
1,"Jason Thompson, F",RID,33,34.5,112,3.4,283,8.6,395,12.0,13.9,2,2008
2,"Durell Vinson, F",WAG,31,31.2,141,4.5,217,7.0,358,11.5,14.8,3,2008
